@T,climate ,,,,,,,,
name,srad,,,,,,,,
,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,21.11.2001 ,,,,,,,,
date_end,31.01.2020,,,,,,,,
date_format,dd.MM.yyyy ,,,,,,,,
,,,,,,,,,
tres,d ,,,,,,,,
unit,MJ/m2,,,,,,,,
,,,,,,,,,
@H,date,srad[0],srad[1],srad[2],srad[3],srad[4],srad[5],srad[6],srad[7]
name,-,EnergyTower1,EnergyTower2,METOS,Vaisala,COAGMETAult,COAGMETARDEC,COAGMETGreeley,MissDataFill
ID,-,1,2,3,4,5,6,7,8
elevation,-,1584.435,1584.867,1571,1571,1497,1558,1427,1427
x,-,513609.867,513537.822,512615,512615,523701,500000,530627,530627
,17.03.2016,-9999,-9999,-9999,-9999,6.664,4.942,6.711,-9999
,18.03.2016,-9999,-9999,-9999,-9999,18.18,16.25,14.88,-9999
,19.03.2016,-9999,-9999,-9999,-9999,22.29,20.54,22.14,-9999
,20.03.2016,-9999,-9999,-9999,-9999,22.07,20.38,22.35,-9999
,21.03.2016,-9999,-9999,-9999,-9999,13.69,11.85,13.5,-9999
,22.03.2016,-9999,-9999,-9999,-9999,18.97,19.51,17.58,-9999
,23.03.2016,-9999,-9999,-9999,-9999,8.23,6.437,4.715,-9999
,24.03.2016,-9999,-9999,-9999,-9999,21.41,20.24,21.22,-9999
,25.03.2016,-9999,-9999,-9999,-9999,14.58,13.1,14.24,-9999
,26.03.2016,-9999,-9999,-9999,-9999,19.76,16.37,18.12,-9999
,27.03.2016,-9999,-9999,-9999,-9999,23.01,22.33,23.54,-9999
,28.03.2016,-9999,-9999,-9999,-9999,17.64,15.6,20.61,-9999
,29.03.2016,-9999,-9999,-9999,-9999,14.5,13.58,14.23,-9999
,30.03.2016,-9999,-9999,-9999,-9999,10.74,8.87,10.45,-9999
,31.03.2016,-9999,-9999,-9999,-9999,19.8,18.77,18.74,-9999
,01.04.2016,-9999,-9999,-9999,-9999,24.43,23.3,24.11,-9999
,02.04.2016,-9999,-9999,-9999,-9999,24.28,23.18,24.48,-9999
,03.04.2016,-9999,-9999,-9999,-9999,23.78,23.33,24.35,-9999
,04.04.2016,-9999,-9999,-9999,-9999,23.06,20.96,22.59,-9999
,05.04.2016,-9999,-9999,-9999,-9999,18.06,16.84,17.7,-9999
,06.04.2016,-9999,-9999,-9999,-9999,23.43,21.56,23.56,-9999
,07.04.2016,-9999,-9999,-9999,-9999,21.73,21.2,24.84,-9999
,08.04.2016,-9999,-9999,-9999,-9999,24.22,21.59,24.12,-9999
,09.04.2016,-9999,-9999,-9999,-9999,24.85,21.63,23.26,-9999
,10.04.2016,-9999,-9999,-9999,-9999,13.42,10.16,14.22,-9999
,11.04.2016,-9999,-9999,-9999,-9999,12.73,11.47,12.13,-9999
,12.04.2016,-9999,-9999,-9999,-9999,18.53,18.48,20.09,-9999
,13.04.2016,-9999,-9999,-9999,-9999,24.63,22.24,23.64,-9999
,14.04.2016,-9999,-9999,-9999,-9999,23.73,21,23.84,-9999
,15.04.2016,-9999,-9999,-9999,-9999,11.13,8.16,10.36,-9999
,16.04.2016,-9999,-9999,-9999,-9999,4.887,4.128,3.847,-9999
,17.04.2016,-9999,-9999,-9999,-9999,14.07,15.32,10.81,-9999
,18.04.2016,-9999,-9999,-9999,-9999,16.06,17.27,15.92,-9999
,19.04.2016,-9999,-9999,-9999,-9999,16.85,15.85,17.71,-9999
,20.04.2016,-9999,-9999,-9999,-9999,12.94,13.34,17.71,-9999
,21.04.2016,-9999,-9999,-9999,-9999,27.64,23.13,19.41,-9999
,22.04.2016,-9999,-9999,-9999,-9999,26.62,21.76,25.97,-9999
,23.04.2016,-9999,-9999,-9999,-9999,15.17,12.79,14.98,-9999
,24.04.2016,-9999,-9999,-9999,-9999,11.98,10.07,14.17,-9999
,25.04.2016,-9999,-9999,-9999,-9999,23.89,18.21,23.02,-9999
,26.04.2016,-9999,-9999,-9999,-9999,24.37,14.16,24.23,-9999
,27.04.2016,-9999,-9999,-9999,-9999,22.86,17.32,19.22,-9999
,28.04.2016,-9999,-9999,-9999,-9999,6.041,3.901,5.832,-9999
,29.04.2016,-9999,-9999,-9999,-9999,5.649,4.903,4.917,-9999
,30.04.2016,-9999,-9999,-9999,-9999,6.757,5.535,6.463,-9999
,01.05.2016,-9999,-9999,-9999,-9999,10.91,6.987,9.51,-9999
,02.05.2016,-9999,-9999,-9999,-9999,28.64,22.44,29.18,-9999
,03.05.2016,-9999,-9999,-9999,-9999,28.34,21.55,27.33,-9999
,04.05.2016,-9999,-9999,-9999,-9999,29.44,22.78,29.12,-9999
,05.05.2016,-9999,-9999,-9999,-9999,26.62,21.21,26.96,-9999
,06.05.2016,-9999,-9999,-9999,-9999,22.08,16.93,21.49,-9999
,07.05.2016,-9999,-9999,-9999,-9999,3.634,1.838,3.525,-9999
,08.05.2016,-9999,-9999,-9999,-9999,17.49,13.3,20.77,-9999
,09.05.2016,-9999,-9999,-9999,-9999,26.11,19.22,25.46,-9999
,10.05.2016,-9999,-9999,-9999,-9999,18.67,16.38,23.54,-9999
,11.05.2016,-9999,-9999,-9999,-9999,26.6,21.89,27.39,-9999
,12.05.2016,-9999,-9999,-9999,-9999,29.66,23.94,29.86,-9999
,13.05.2016,-9999,-9999,-9999,-9999,27.2,20.02,27.98,-9999
,14.05.2016,-9999,-9999,-9999,-9999,9.01,4.549,14.5,-9999
,15.05.2016,-9999,-9999,-9999,-9999,15.4,7.728,15.97,-9999
,16.05.2016,-9999,-9999,-9999,-9999,3.616,2.901,15.97,-9999
,17.05.2016,-9999,-9999,-9999,-9999,10.25,7.637,11.88,-9999
,18.05.2016,-9999,-9999,-9999,-9999,28.47,20.13,24.66,-9999
,19.05.2016,-9999,-9999,-9999,-9999,28.12,22.12,27.94,-9999
,20.05.2016,-9999,-9999,-9999,-9999,23.68,18,24.24,-9999
,21.05.2016,-9999,-9999,-9999,-9999,22.15,15.28,25.06,-9999
,22.05.2016,-9999,-9999,-9999,-9999,26.99,21.57,28.27,-9999
,23.05.2016,-9999,-9999,-9999,-9999,26.42,18.71,23.65,-9999
,24.05.2016,-9999,-9999,-9999,-9999,20.82,16.94,23.69,-9999
,25.05.2016,-9999,-9999,-9999,-9999,29.58,17.49,29.53,-9999
,26.05.2016,-9999,-9999,-9999,-9999,9.64,9.88,7.599,-9999
,27.05.2016,-9999,-9999,-9999,-9999,17.58,15.25,19.34,-9999
,28.05.2016,-9999,-9999,-9999,-9999,26.19,19.69,24.96,-9999
,29.05.2016,-9999,-9999,-9999,-9999,22.97,16.17,24.6,-9999
,30.05.2016,-9999,-9999,-9999,-9999,20.28,12.92,22.98,-9999
,31.05.2016,-9999,-9999,-9999,-9999,23.82,18.2,7.283,-9999
,01.06.2016,-9999,-9999,-9999,-9999,27.04,21.93,36.48,-9999
,02.06.2016,-9999,-9999,-9999,-9999,26.55,20.97,28.42,-9999
,03.06.2016,-9999,-9999,-9999,-9999,21.52,17.79,24.28,-9999
,04.06.2016,-9999,-9999,-9999,-9999,23.14,23.06,30.58,-9999
,05.06.2016,-9999,-9999,-9999,-9999,20.3,19.54,27.09,-9999
,06.06.2016,-9999,-9999,-9999,-9999,22.33,17.74,1.342,-9999
,07.06.2016,-9999,-9999,-9999,-9999,22.97,14.47,23.43,-9999
,08.06.2016,-9999,-9999,-9999,-9999,23.05,14.12,24.02,-9999
,09.06.2016,-9999,-9999,-9999,-9999,28.92,22.27,28.58,-9999
,10.06.2016,-9999,-9999,-9999,-9999,29.32,23.05,30.99,-9999
,11.06.2016,-9999,-9999,-9999,-9999,25.62,19.56,30.99,-9999
,12.06.2016,-9999,-9999,-9999,-9999,20.95,18.48,20.89,-9999
,13.06.2016,-9999,-9999,-9999,-9999,16.26,15.37,15.97,-9999
,14.06.2016,-9999,-9999,-9999,-9999,31.06,23.57,30.46,-9999
,15.06.2016,-9999,-9999,-9999,-9999,31.62,25.13,31.08,-9999
,16.06.2016,-9999,-9999,-9999,-9999,31.88,23.81,30.86,-9999
,17.06.2016,-9999,-9999,-9999,-9999,27.14,17.08,27.41,-9999
,18.06.2016,-9999,-9999,-9999,-9999,30.47,24.88,29.21,-9999
,19.06.2016,-9999,-9999,-9999,-9999,26.29,16.86,29.63,-9999
,20.06.2016,-9999,-9999,-9999,-9999,25.83,21.3,23.05,-9999
,21.06.2016,-9999,-9999,-9999,-9999,29.43,24.59,27.76,-9999
,22.06.2016,-9999,-9999,-9999,-9999,21.17,16.29,21.82,-9999
,23.06.2016,-9999,-9999,-9999,-9999,24.98,19.21,25.52,-9999
,24.06.2016,-9999,-9999,-9999,-9999,22.33,12.84,26.74,-9999
,25.06.2016,-9999,-9999,-9999,-9999,24.71,18.45,25.35,-9999
,26.06.2016,-9999,-9999,-9999,-9999,31.19,24.62,30.52,-9999
,27.06.2016,-9999,-9999,-9999,-9999,27.36,21.48,26.14,-9999
,28.06.2016,-9999,-9999,-9999,-9999,23.53,17.89,24.75,-9999
,29.06.2016,-9999,-9999,-9999,-9999,24.08,16.91,25.23,-9999
,30.06.2016,-9999,-9999,-9999,-9999,21.48,12.93,19.98,-9999
,01.07.2016,-9999,-9999,-9999,-9999,16.35,10.33,17.36,-9999
,02.07.2016,-9999,-9999,-9999,-9999,21.89,14.35,21.37,-9999
,03.07.2016,-9999,-9999,-9999,-9999,28.99,18.88,24.88,-9999
,04.07.2016,-9999,-9999,-9999,-9999,25.99,16.34,27.76,-9999
,05.07.2016,-9999,-9999,-9999,-9999,21.33,14.93,19.73,-9999
,06.07.2016,-9999,-9999,-9999,-9999,30.98,19,29.15,-9999
,07.07.2016,-9999,-9999,-9999,-9999,29.72,23.88,29.02,-9999
,08.07.2016,-9999,-9999,-9999,-9999,26.29,19.89,26.84,-9999
,09.07.2016,-9999,-9999,-9999,-9999,31.15,22.94,30.31,-9999
,10.07.2016,-9999,-9999,-9999,-9999,29.9,22.44,29.29,-9999
,11.07.2016,-9999,-9999,-9999,-9999,28.64,22.24,29.74,-9999
,12.07.2016,-9999,-9999,-9999,-9999,-9999,21.73,29.83,-9999
,13.07.2016,-9999,-9999,-9999,-9999,-9999,22.87,30.08,-9999
,14.07.2016,-9999,-9999,-9999,-9999,-9999,22.78,28.81,-9999
,15.07.2016,-9999,-9999,-9999,-9999,-9999,21.17,26.79,-9999
,16.07.2016,-9999,-9999,-9999,-9999,-9999,18.19,23.57,-9999
,17.07.2016,-9999,-9999,-9999,-9999,-9999,22.28,28.53,-9999
,18.07.2016,-9999,-9999,-9999,-9999,-9999,13.92,20.58,-9999
,19.07.2016,-9999,-9999,-9999,-9999,-9999,20.14,26.39,-9999
,20.07.2016,-9999,-9999,-9999,-9999,-9999,17.74,25.37,-9999
,21.07.2016,-9999,-9999,-9999,-9999,-9999,19.63,25.74,-9999
,22.07.2016,-9999,-9999,-9999,-9999,13.53,16.7,26.52,-9999
,23.07.2016,-9999,-9999,-9999,-9999,22.73,17.52,23.07,-9999
,24.07.2016,-9999,-9999,-9999,-9999,21.2,18.2,20.21,-9999
,25.07.2016,-9999,-9999,-9999,-9999,29.04,20.98,28.17,-9999
,26.07.2016,-9999,-9999,-9999,-9999,15.91,10.74,16.06,-9999
,27.07.2016,-9999,-9999,-9999,-9999,27.89,21.25,26.84,-9999
,28.07.2016,-9999,-9999,-9999,-9999,17.37,14.1,19.53,-9999
,29.07.2016,-9999,-9999,-9999,-9999,24.78,19.8,25.24,-9999
,30.07.2016,-9999,-9999,-9999,-9999,26.32,19.52,25.15,-9999
,31.07.2016,-9999,-9999,-9999,-9999,15.75,9.22,19.71,-9999
,01.08.2016,-9999,-9999,-9999,-9999,27.22,21.47,26.54,-9999
,02.08.2016,-9999,-9999,-9999,-9999,21.31,14.13,20.34,-9999
,03.08.2016,-9999,-9999,-9999,-9999,26.37,20.07,26,-9999
,04.08.2016,-9999,-9999,-9999,-9999,13.63,8.25,13.99,-9999
,05.08.2016,-9999,-9999,-9999,-9999,12.86,8.43,12.92,-9999
,06.08.2016,-9999,-9999,-9999,-9999,12.12,9.88,12.04,-9999
,07.08.2016,-9999,-9999,-9999,-9999,24.1,20.38,24.57,-9999
,08.08.2016,-9999,-9999,-9999,-9999,26.54,20.43,25.76,-9999
,09.08.2016,-9999,-9999,-9999,-9999,23.63,-9999,24.01,-9999
,10.08.2016,-9999,-9999,-9999,-9999,21.71,20.91,24.01,-9999
,11.08.2016,-9999,-9999,-9999,-9999,21.07,17.08,22.1,-9999
,12.08.2016,-9999,-9999,-9999,-9999,26.73,27.56,26.49,-9999
,13.08.2016,-9999,-9999,-9999,-9999,24.04,24.68,25.71,-9999
,14.08.2016,-9999,-9999,-9999,-9999,25.53,26.91,26.03,-9999
,15.08.2016,-9999,-9999,-9999,-9999,16.84,16.86,26.03,-9999
,16.08.2016,-9999,-9999,-9999,-9999,24.16,24.04,25.07,-9999
,17.08.2016,-9999,-9999,-9999,-9999,25.84,25.9,24.67,-9999
,18.08.2016,-9999,-9999,-9999,-9999,16.97,13.07,19.76,-9999
,19.08.2016,-9999,-9999,-9999,-9999,15.09,13.96,16.24,-9999
,20.08.2016,-9999,-9999,-9999,-9999,25.94,26,26.03,-9999
,21.08.2016,-9999,-9999,-9999,-9999,25.85,26.22,26.36,-9999
,22.08.2016,-9999,-9999,-9999,-9999,18.65,18.8,17.76,-9999
,23.08.2016,-9999,-9999,-9999,-9999,13.1,13.62,13.74,-9999
,24.08.2016,-9999,-9999,-9999,-9999,9.19,8.89,8.05,-9999
,25.08.2016,-9999,-9999,-9999,-9999,-9999,15.59,19.25,-9999
,26.08.2016,-9999,-9999,-9999,-9999,-9999,20.54,20.11,-9999
,27.08.2016,-9999,-9999,-9999,-9999,-9999,22.98,23.93,-9999
,28.08.2016,-9999,-9999,-9999,-9999,-9999,17.26,22.01,-9999
,29.08.2016,-9999,-9999,-9999,-9999,-9999,16.21,15.51,-9999
,30.08.2016,-9999,-9999,-9999,-9999,-9999,20.04,23.03,-9999
,31.08.2016,-9999,-9999,-9999,-9999,-9999,21.41,20.82,-9999
,01.09.2016,-9999,-9999,-9999,-9999,-9999,19.54,22.55,-9999
,02.09.2016,-9999,-9999,-9999,-9999,-9999,17.12,14.78,-9999
,03.09.2016,-9999,-9999,-9999,-9999,-9999,17.25,19.44,-9999
,04.09.2016,-9999,-9999,-9999,-9999,-9999,15.24,21.75,-9999
,05.09.2016,-9999,-9999,-9999,-9999,-9999,21.75,23.48,-9999
,06.09.2016,-9999,-9999,-9999,-9999,-9999,21.17,19.1,-9999
,07.09.2016,-9999,-9999,-9999,-9999,-9999,15.34,17.57,-9999
,08.09.2016,-9999,-9999,-9999,-9999,-9999,22.69,22.77,-9999
,09.09.2016,-9999,-9999,-9999,-9999,-9999,19.57,21.36,-9999
,10.09.2016,-9999,-9999,-9999,-9999,-9999,23.17,22.92,-9999
,11.09.2016,-9999,-9999,-9999,-9999,-9999,20.98,21.21,-9999
,12.09.2016,-9999,-9999,-9999,-9999,-9999,19.6,19.11,-9999
,13.09.2016,-9999,-9999,-9999,-9999,-9999,3.3,5.381,-9999
,14.09.2016,-9999,-9999,-9999,-9999,-9999,15.85,18.95,-9999
,15.09.2016,-9999,-9999,-9999,-9999,-9999,16.52,20.33,-9999
,16.09.2016,-9999,-9999,-9999,-9999,0.643,20.66,21.32,-9999
,17.09.2016,-9999,-9999,-9999,-9999,1.398,20.15,20.95,-9999
,18.09.2016,-9999,-9999,-9999,-9999,0.06,17.9,21.18,-9999
,19.09.2016,-9999,-9999,-9999,-9999,0.024,20.22,21.23,-9999
,20.09.2016,-9999,-9999,-9999,-9999,0.01,10.44,15.16,-9999
,21.09.2016,-9999,-9999,-9999,-9999,0.002,12.96,16.43,-9999
,22.09.2016,-9999,-9999,-9999,-9999,0.006,7.246,7.697,-9999
,23.09.2016,-9999,-9999,-9999,-9999,0.004,12.69,7.697,-9999
,24.09.2016,-9999,-9999,-9999,-9999,0.05,15.55,19.66,-9999
,25.09.2016,-9999,-9999,-9999,-9999,0.074,19.03,19.31,-9999
,26.09.2016,-9999,-9999,-9999,-9999,0.333,18.95,19.7,-9999
,27.09.2016,-9999,-9999,-9999,-9999,0.235,18.39,19.91,-9999
,28.09.2016,-9999,-9999,-9999,-9999,0.028,17.92,19.34,-9999
,29.09.2016,-9999,-9999,-9999,-9999,0.022,17.02,18.7,-9999
,30.09.2016,-9999,-9999,-9999,-9999,0.021,7.223,9.76,-9999
,01.10.2016,-9999,-9999,-9999,-9999,0.024,16.53,18.62,-9999
,02.10.2016,-9999,-9999,-9999,-9999,0.016,16.37,18.02,-9999
,03.10.2016,-9999,-9999,-9999,-9999,0.025,12.62,14.13,-9999
,04.10.2016,-9999,-9999,-9999,-9999,0.031,13.92,15.19,-9999
,05.10.2016,-9999,-9999,-9999,-9999,15.93,16.97,16.8,-9999
,06.10.2016,-9999,-9999,-9999,-9999,6.61,8.11,7.578,-9999
,07.10.2016,-9999,-9999,-9999,-9999,14.73,17.17,15.12,-9999
,08.10.2016,-9999,-9999,-9999,-9999,12.48,17.08,17.13,-9999
,09.10.2016,-9999,-9999,-9999,-9999,4.756,16.04,16.9,-9999
,10.10.2016,-9999,-9999,-9999,-9999,0.666,15.34,16.97,-9999
,11.10.2016,-9999,-9999,-9999,-9999,0.122,8.71,9,-9999
,12.10.2016,-9999,-9999,-9999,-9999,0.035,4.883,5.241,-9999
,13.10.2016,-9999,-9999,-9999,-9999,2.435,16.04,15.78,-9999
,14.10.2016,-9999,-9999,-9999,-9999,0.226,8.83,9.32,-9999
,15.10.2016,-9999,-9999,-9999,-9999,0.332,14.22,15.53,-9999
,16.10.2016,-9999,-9999,-9999,-9999,0.036,14.47,15.39,-9999
,17.10.2016,-9999,-9999,-9999,-9999,0.568,15.13,15.15,-9999
,18.10.2016,-9999,-9999,-9999,-9999,1.841,9.91,12.65,-9999
,19.10.2016,-9999,-9999,-9999,-9999,0.072,13.12,12.65,-9999
,20.10.2016,-9999,-9999,-9999,-9999,11.22,15.27,15.86,-9999
,21.10.2016,-9999,-9999,-9999,-9999,6.166,15.05,15.52,-9999
,22.10.2016,-9999,-9999,-9999,-9999,2.069,11.25,12.59,-9999
,23.10.2016,-9999,-9999,-9999,-9999,0.102,10.93,10.98,-9999
,24.10.2016,-9999,-9999,-9999,-9999,1.885,10.75,12.45,-9999
,25.10.2016,-9999,-9999,-9999,-9999,1.895,7.415,7.416,-9999
,26.10.2016,-9999,-9999,-9999,-9999,4.8,13.63,13.46,-9999
,27.10.2016,-9999,-9999,-9999,-9999,3.21,12.81,13.29,-9999
,28.10.2016,-9999,-9999,-9999,-9999,0.037,6.28,9.46,-9999
,29.10.2016,-9999,-9999,-9999,-9999,0.054,10.28,10.74,-9999
,30.10.2016,-9999,-9999,-9999,-9999,0.046,6.631,7.506,-9999
,31.10.2016,-9999,-9999,-9999,-9999,0.042,12.68,12.53,-9999
,01.11.2016,-9999,-9999,-9999,-9999,0.068,11.35,12.53,-9999
,02.11.2016,-9999,-9999,-9999,-9999,0.088,12.01,12.17,-9999
,03.11.2016,-9999,-9999,-9999,-9999,0.199,12.97,12.61,-9999
,04.11.2016,-9999,-9999,-9999,-9999,5.598,12.28,12.06,-9999
,05.11.2016,-9999,-9999,-9999,-9999,0.371,11.11,9.68,-9999
,06.11.2016,-9999,-9999,-9999,-9999,6.781,11.12,11.05,-9999
,07.11.2016,-9999,-9999,-9999,-9999,1.622,11.87,11.41,-9999
,08.11.2016,-9999,-9999,-9999,-9999,7.13,11.24,11.29,-9999
,09.11.2016,-9999,-9999,-9999,-9999,8.58,11.87,11.66,-9999
,10.11.2016,-9999,-9999,-9999,-9999,1.171,11.46,11.4,-9999
,11.11.2016,-9999,-9999,-9999,-9999,9.66,10.54,10.67,-9999
,12.11.2016,-9999,-9999,-9999,-9999,9.82,11.23,11.03,-9999
,13.11.2016,-9999,-9999,-9999,-9999,8.3,8.1,9.11,-9999
,14.11.2016,-9999,-9999,-9999,-9999,7.34,10.77,9.11,-9999
,15.11.2016,-9999,-9999,-9999,-9999,3.26,11.24,11.01,-9999
,16.11.2016,-9999,-9999,-9999,-9999,4.091,10.38,9.38,-9999
,17.11.2016,-9999,-9999,-9999,-9999,0.157,1.706,1.879,-9999
,18.11.2016,-9999,-9999,-9999,-9999,10.14,11.16,10.77,-9999
,19.11.2016,-9999,-9999,-9999,-9999,8.55,9.11,8.72,-9999
,20.11.2016,-9999,-9999,-9999,-9999,7.25,5.775,6.193,-9999
,21.11.2016,-9999,-9999,-9999,-9999,6.936,6.988,8.52,-9999
,22.11.2016,-9999,-9999,-9999,-9999,5.409,6.237,5.213,-9999
,23.11.2016,-9999,-9999,-9999,-9999,8.74,10.14,10.02,-9999
,24.11.2016,-9999,-9999,-9999,-9999,8.26,10.37,10.37,-9999
,25.11.2016,-9999,-9999,-9999,-9999,8.71,10.39,10.35,-9999
,26.11.2016,-9999,-9999,-9999,-9999,7.91,8.21,8.61,-9999
,27.11.2016,-9999,-9999,-9999,-9999,2.589,3.199,2.971,-9999
,28.11.2016,-9999,-9999,-9999,-9999,5.569,5.508,6.338,-9999
,29.11.2016,-9999,-9999,-9999,-9999,3.96,3.958,4.049,-9999
,30.11.2016,-9999,-9999,-9999,-9999,8.46,10.02,10.13,-9999
,01.12.2016,-9999,-9999,-9999,-9999,7.19,6.963,7.719,-9999
,02.12.2016,-9999,-9999,-9999,-9999,5.176,5.766,4.826,-9999
,03.12.2016,-9999,-9999,-9999,-9999,6.582,7.663,7.451,-9999
,04.12.2016,-9999,-9999,-9999,-9999,6.884,8.23,7.984,-9999
,05.12.2016,-9999,-9999,-9999,-9999,6.324,7.993,9.73,-9999
,06.12.2016,-9999,-9999,-9999,-9999,5.521,6.632,7.095,-9999
,07.12.2016,-9999,-9999,-9999,-9999,6.434,7.27,6.848,-9999
,08.12.2016,-9999,-9999,-9999,-9999,8.16,7.957,9.179,-9999
,09.12.2016,-9999,-9999,-9999,-9999,7.89,9.77,8.62,-9999
,10.12.2016,-9999,-9999,-9999,-9999,3.866,4.501,3.539,-9999
,11.12.2016,-9999,-9999,-9999,-9999,6.452,6.56,6.485,-9999
,12.12.2016,-9999,-9999,-9999,-9999,7.11,7.203,7.918,-9999
,13.12.2016,-9999,-9999,-9999,-9999,5.467,4.315,6.634,-9999
,14.12.2016,-9999,-9999,-9999,-9999,5.881,3.657,7.261,-9999
,15.12.2016,-9999,-9999,-9999,-9999,5.141,5.513,7.261,-9999
,16.12.2016,-9999,-9999,-9999,-9999,4.904,5.067,-9999,-9999
,17.12.2016,-9999,-9999,-9999,-9999,7.91,7.155,-9999,-9999
,18.12.2016,-9999,-9999,-9999,-9999,8.23,9.28,-9999,-9999
,19.12.2016,-9999,-9999,-9999,-9999,7.71,8.48,-9999,-9999
,20.12.2016,-9999,-9999,-9999,-9999,-9999,6.36,-9999,-9999
,21.12.2016,-9999,-9999,-9999,-9999,-9999,6.661,8.07,-9999
,22.12.2016,-9999,-9999,-9999,-9999,-9999,5.248,5.78,-9999
,23.12.2016,-9999,-9999,-9999,-9999,-9999,9.11,9.34,-9999
,24.12.2016,-9999,-9999,-9999,-9999,-9999,9,9.27,-9999
,25.12.2016,-9999,-9999,-9999,-9999,-9999,2.728,2.356,-9999
,26.12.2016,-9999,-9999,-9999,-9999,-9999,9.24,9.53,-9999
,27.12.2016,-9999,-9999,-9999,-9999,-9999,9.31,9.3,-9999
,28.12.2016,-9999,-9999,-9999,-9999,-9999,8.03,7.821,-9999
,29.12.2016,-9999,-9999,-9999,-9999,-9999,9.26,9.6,-9999
,30.12.2016,-9999,-9999,-9999,-9999,-9999,6.59,7.769,-9999
,31.12.2016,-9999,-9999,-9999,-9999,-9999,-9999,7.769,-9999
,01.01.2017,-9999,-9999,-9999,-9999,7.19,-9999,8.97,-9999
,02.01.2017,-9999,-9999,-9999,-9999,6.741,-9999,9.06,-9999
,03.01.2017,-9999,-9999,-9999,-9999,1.833,-9999,7.707,-9999
,04.01.2017,-9999,-9999,-9999,-9999,2.771,-9999,5.301,-9999
,05.01.2017,-9999,-9999,-9999,-9999,6.778,-9999,-9999,-9999
,06.01.2017,-9999,-9999,-9999,-9999,8.57,-9999,7.735,-9999
,07.01.2017,-9999,-9999,-9999,-9999,8.31,-9999,10.09,-9999
,08.01.2017,-9999,-9999,-9999,-9999,6.744,-9999,7.454,-9999
,09.01.2017,-9999,-9999,-9999,-9999,7.21,-9999,7.361,-9999
,10.01.2017,-9999,-9999,-9999,-9999,7.94,-9999,10.24,-9999
,11.01.2017,-9999,-9999,-9999,-9999,5.463,-9999,7.287,-9999
,12.01.2017,-9999,-9999,-9999,-9999,5.523,-9999,-9999,-9999
,13.01.2017,-9999,-9999,-9999,-9999,7.69,-9999,7.456,-9999
,14.01.2017,-9999,-9999,-9999,-9999,6.274,-9999,6.028,-9999
,15.01.2017,-9999,-9999,-9999,-9999,2.426,-9999,2.541,-9999
,16.01.2017,-9999,-9999,-9999,-9999,4.64,-9999,4.616,-9999
,17.01.2017,-9999,-9999,-9999,-9999,9.05,-9999,11.17,-9999
,18.01.2017,-9999,-9999,-9999,-9999,8.16,-9999,10.89,-9999
,19.01.2017,-9999,-9999,-9999,-9999,9.15,-9999,11.17,-9999
,20.01.2017,-9999,-9999,-9999,-9999,7.4,-9999,8.01,-9999
,21.01.2017,-9999,-9999,-9999,-9999,8.34,-9999,9.05,-9999
,22.01.2017,-9999,-9999,-9999,-9999,9.74,-9999,11.89,-9999
,23.01.2017,-9999,-9999,-9999,-9999,8.29,-9999,10.42,-9999
,24.01.2017,-9999,-9999,-9999,-9999,6.477,-9999,4.827,-9999
,25.01.2017,-9999,-9999,-9999,-9999,9.34,-9999,11.36,-9999
,26.01.2017,-9999,-9999,-9999,-9999,9.04,-9999,10.88,-9999
,27.01.2017,-9999,-9999,-9999,-9999,10.47,-9999,12.07,-9999
,28.01.2017,-9999,-9999,-9999,-9999,6.277,-9999,7.444,-9999
,29.01.2017,-9999,-9999,-9999,-9999,10.65,-9999,12.44,-9999
,30.01.2017,-9999,-9999,-9999,-9999,10.24,-9999,12.03,-9999
,31.01.2017,-9999,-9999,-9999,-9999,10.76,-9999,11.32,-9999
,01.02.2017,-9999,-9999,-9999,-9999,1.606,-9999,1.697,-9999
,02.02.2017,-9999,-9999,-9999,-9999,5.277,-9999,4.14,-9999
,03.02.2017,-9999,-9999,-9999,-9999,5.874,-9999,5.232,-9999
,04.02.2017,-9999,-9999,-9999,-9999,11.65,-9999,13.28,-9999
,05.02.2017,-9999,-9999,-9999,-9999,10.93,-9999,12.03,-9999
,06.02.2017,-9999,-9999,-9999,-9999,6.907,-9999,7.249,-9999
,07.02.2017,-9999,-9999,-9999,-9999,8.85,-9999,10.93,-9999
,08.02.2017,-9999,-9999,-9999,-9999,11.18,-9999,12.04,-9999
,09.02.2017,-9999,-9999,-9999,-9999,8.67,-9999,10.39,-9999
,10.02.2017,-9999,-9999,-9999,-9999,2.084,-9999,7.946,-9999
,11.02.2017,-9999,-9999,-9999,-9999,8.31,-9999,10.26,-9999
,12.02.2017,-9999,-9999,-9999,-9999,10.37,-9999,12.7,-9999
,13.02.2017,-9999,-9999,-9999,-9999,7.3,-9999,11.03,-9999
,14.02.2017,-9999,-9999,-9999,-9999,5.504,-9999,15,-9999
,15.02.2017,-9999,-9999,-9999,-9999,11.44,-9999,15.13,-9999
,16.02.2017,-9999,-9999,-9999,-9999,14.15,-9999,15.68,-9999
,17.02.2017,-9999,-9999,-9999,-9999,12.48,-9999,13.93,-9999
,18.02.2017,-9999,-9999,-9999,-9999,6.1,-9999,10.04,-9999
,19.02.2017,-9999,-9999,-9999,-9999,6.927,-9999,8.53,-9999
,20.02.2017,-9999,-9999,-9999,-9999,14.53,-9999,16.36,-9999
