@T,B3,,,,
,16.07.2006,0.290740512,0.241748443,0.311213812,0.268217748
,17.07.2006,0.291281395,0.242241409,0.311669858,0.268369519
,18.07.2006,0.291464152,0.242583046,0.312077649,0.268535129
,19.07.2006,0.291840142,0.242817885,0.31245579,0.268752603
,20.07.2006,0.291895365,0.243021738,0.312796728,0.268942547
,21.07.2006,0.291747008,0.243094323,0.313047886,0.2691533
,22.07.2006,0.291857431,0.243160006,0.313257913,0.269381442
,23.07.2006,0.292309728,0.243294866,0.313437996,0.269571643
,24.07.2006,0.293035647,0.243543953,0.313681958,0.269765387
,25.07.2006,0.293412884,0.243865912,0.3139636,0.26996614
,26.07.2006,0.292524075,0.243886689,0.314230345,0.270156594
,27.07.2006,0.291791905,0.243620095,0.314320545,0.270340194
,28.07.2006,0.292333914,0.243540485,0.314301754,0.270523868
,29.07.2006,0.292886942,0.24370663,0.314395727,0.270669473
,30.07.2006,0.293520245,0.243952513,0.314553633,0.270815116
,31.07.2006,0.29470248,0.244413522,0.31484327,0.270981639
,01.08.2006,0.294716396,0.24476736,0.31518951,0.271158633
,02.08.2006,0.294591406,0.244798605,0.315392846,0.271342637
,03.08.2006,0.294216818,0.244784722,0.315532226,0.271498938
,04.08.2006,0.293863186,0.244663243,0.315592512,0.271672642
,05.08.2006,0.294039899,0.244607721,0.31565656,0.271811663
,06.08.2006,-9999,-9999,-9999,-9999
,07.08.2006,0.293662208,0.244427344,0.315667863,0.272037668
,08.08.2006,0.294376277,0.244538338,0.315675403,0.272148972
,09.08.2006,0.294914245,0.244767368,0.315799769,0.27225682
,10.08.2006,0.295094837,0.244965259,0.315984491,0.272361227
,11.08.2006,0.294896946,0.24509723,0.316173055,0.272490003
,12.08.2006,0.294702484,0.245069441,0.316305082,0.272625793
,13.08.2006,0.294216771,0.244944421,0.316361677,0.272733767
,14.08.2006,0.294053826,0.244829848,0.316346584,0.272852203
,15.08.2006,0.29339215,0.244649368,0.316339037,0.272935826
,16.08.2006,-9999,-9999,-9999,-9999
,17.08.2006,-9999,-9999,-9999,-9999
,18.08.2006,-9999,-9999,-9999,-9999
,19.08.2006,-9999,-9999,-9999,-9999
,20.08.2006,0.292582718,0.24414655,0.316180598,0.273266983
,21.08.2006,0.292631061,0.243980218,0.316101388,0.273312316
,22.08.2006,0.29277626,0.243959431,0.316056128,0.273347193
,23.08.2006,0.292873081,0.243976753,0.316056128,0.273378585
,24.08.2006,0.293212098,0.244042585,0.316097617,0.273420443
,25.08.2006,0.293399059,0.244163872,0.316165511,0.273462305
,26.08.2006,0.292306535,0.244049523,0.316256038,0.273507667
,27.08.2006,-9999,-9999,-9999,-9999
,28.08.2006,-9999,-9999,-9999,-9999
,29.08.2006,-9999,-9999,-9999,-9999
,30.08.2006,-9999,-9999,-9999,-9999
,31.08.2006,0.288010755,0.24113216,0.314489715,0.273451843
,01.09.2006,0.287562513,0.241063368,0.314365654,0.273368121
,02.09.2006,0.286336352,0.24070927,0.314189013,0.273266984
,03.09.2006,0.284891587,0.240046595,0.313865951,0.273183308
,04.09.2006,0.284510621,0.239515132,0.313460516,0.273085687
,05.09.2006,0.283745982,0.239152087,0.313104134,0.272981127
,06.09.2006,0.284653334,0.23900491,0.312837949,0.272866138
,07.09.2006,0.284850577,0.238994645,0.312691795,0.272740733
,08.09.2006,0.284751989,0.238974114,0.312620603,0.27262231
,09.09.2006,0.284068931,0.238755193,0.312523202,0.272531783
,10.09.2006,0.283156315,0.238409945,0.312339696,0.272458673
,11.09.2006,0.282445046,0.237976238,0.3120739,0.272375148
,12.09.2006,-9999,-9999,-9999,-9999
,13.09.2006,-9999,-9999,-9999,-9999
,14.09.2006,0.262429825,0.250787783,0.295404375,0.263141441
,15.09.2006,0.263434638,0.250873117,0.29521974,0.263027958
,16.09.2006,0.263232701,0.251061613,0.29520128,0.262917963
,17.09.2006,0.260327432,0.250400601,0.295112683,0.262783922
,18.09.2006,0.258843795,0.249329299,0.294622023,0.262684287
,19.09.2006,0.257739777,0.248515268,0.294058142,0.2625675
,20.09.2006,0.25760424,0.247967541,0.293502269,0.262406105
,21.09.2006,0.257968545,0.247748652,0.293119768,0.262207014
,22.09.2006,0.256992592,0.247501708,0.292814724,0.262021734
,23.09.2006,0.255344779,0.24682861,0.292487855,0.261850253
,24.09.2006,0.253767009,0.245987858,0.29197778,0.261648
,25.09.2006,0.253718908,0.24534167,0.29142059,0.261459533
,26.09.2006,0.254147094,0.245134687,0.290977482,0.261243745
,27.09.2006,0.254883022,0.245183792,0.290743273,0.261028077
,28.09.2006,0.254531075,0.245225887,0.290670103,0.260815927
,29.09.2006,0.254374138,0.245032996,0.290523809,0.26063808
,30.09.2006,0.254793378,0.245001443,0.290384855,0.260453466
,01.10.2006,0.255213025,0.245103125,0.2903154,0.260330429
,02.10.2006,0.255302782,0.245194313,0.290340985,0.260186935
,03.10.2006,0.255289944,0.245190803,0.290340985,0.260081053
,04.10.2006,0.254921608,0.245131185,0.290308091,0.259982019
,05.10.2006,0.254131143,0.244812186,0.29021307,0.259893253
,06.10.2006,0.25456609,0.244661521,0.290048634,0.259797685
,07.10.2006,0.255286763,0.244805174,0.289975573,0.25972261
,08.10.2006,-9999,-9999,-9999,-9999
,09.10.2006,-9999,-9999,-9999,-9999
,10.10.2006,-9999,-9999,-9999,-9999
,11.10.2006,0.248807228,0.242795355,0.289274805,0.259401965
,12.10.2006,0.247567972,0.241712239,0.288429319,0.259286052
,13.10.2006,0.24707104,0.240996437,0.28770889,0.259088385
,14.10.2006,0.246697024,0.24042748,0.28711299,0.25886695
,15.10.2006,0.246376713,0.239966665,0.286630278,0.258615013
,16.10.2006,0.246665715,0.239776245,0.2862169,0.258363216
,17.10.2006,0.24612289,0.239551345,0.285952384,0.258125167
,18.10.2006,0.238680076,0.238780848,0.285572201,0.257883843
,19.10.2006,0.229332755,0.237460729,0.284899448,0.257649452
,20.10.2006,0.239039496,0.23610718,0.283964235,0.257388025
,21.10.2006,0.231144756,0.235154853,0.283059588,0.257099644
,22.10.2006,0.235912575,0.234372214,0.282322026,0.256774155
,23.10.2006,0.229454669,0.233434353,0.28157487,0.25643198
,24.10.2006,0.209956402,0.232794445,0.280839618,0.256063008
,25.10.2006,0.223312088,0.232508878,0.280313078,0.255711258
,26.10.2006,0.202849484,0.232437524,0.2799302,0.255366556
,27.10.2006,0.162304634,0.232074226,0.279647717,0.255049125
,28.10.2006,0.184033665,0.231338302,0.279168978,0.254748809
,29.10.2006,0.207131642,0.230884545,0.278672853,0.254452065
,30.10.2006,0.176995519,0.23062405,0.278269925,0.254179105
,31.10.2006,0.19225895,0.23030636,0.277902966,0.253869294
,01.11.2006,0.137360475,0.229583934,0.277454461,0.253606807
,02.11.2006,0.130866681,0.228849405,0.276953072,0.253351202
,03.11.2006,0.11327499,0.228072563,0.276356365,0.25303863
,04.11.2006,0.121993887,0.227642768,0.275802956,0.252786736
,05.11.2006,0.108539835,0.227642766,0.275437918,0.25248464
,06.11.2006,0.116194168,0.227773664,0.275239575,0.252192822
,07.11.2006,0.122253438,0.228069176,0.275200625,0.251948115
,08.11.2006,0.105352921,0.228425438,0.27523957,0.251710263
,09.11.2006,0.124146247,0.228859459,0.275413119,0.251516048
,10.11.2006,0.108907446,0.228987368,0.275569008,0.251382164
,11.11.2006,0.116337025,0.228573455,0.275561921,0.251204833
,12.11.2006,0.119862316,0.227790505,0.275236054,0.251094459
,13.11.2006,0.134382474,0.227129762,0.274786578,0.250930619
,14.11.2006,0.112319021,0.226232723,0.274245673,0.250766846
,15.11.2006,0.150261416,0.2255246,0.273670087,0.250573069
,16.11.2006,0.157984468,0.224941058,0.273155146,0.250349342
,17.11.2006,0.142432511,0.224458227,0.272644314,0.250089031
,18.11.2006,0.130165087,0.224361737,0.272306406,0.249845543
,19.11.2006,0.158779693,0.224351757,0.272056666,0.24960554
,20.11.2006,0.139373337,0.224165519,0.271905476,0.249345685
,21.11.2006,0.115124499,0.223766747,0.271655964,0.249162555
,22.11.2006,0.177942575,0.223494462,0.271353903,0.248946222
,23.11.2006,0.226119579,0.223464589,0.271139782,0.248726689
,24.11.2006,0.225930204,0.223414815,0.271009947,0.248530528
,25.11.2006,0.148672448,0.223278796,0.270894181,0.248331137
,26.11.2006,0.093377972,0.22300026,0.270697798,0.248168373
,27.11.2006,0.091907439,0.222685513,0.270452448,0.247989082
,28.11.2006,0.08901817,0.222050219,0.270074179,0.247803223
,29.11.2006,-9999,-9999,-9999,-9999
,30.11.2006,-9999,-9999,-9999,-9999
,01.12.2006,0.099526495,0.220012553,0.268553708,0.247203078
,02.12.2006,0.162060527,0.21936534,0.268034074,0.246967894
,03.12.2006,0.172156141,0.218725859,0.267494173,0.246709693
,04.12.2006,0.217159646,0.217868389,0.266867998,0.246435103
,05.12.2006,0.216386013,0.217104223,0.266190613,0.246157391
,06.12.2006,0.216101429,0.216527238,0.265559294,0.245866656
,07.12.2006,0.215884046,0.216143107,0.265029283,0.245586034
,08.12.2006,0.215962135,0.21589591,0.264617476,0.2452825
,09.12.2006,0.215970835,0.215671647,0.264261342,0.244989079
,10.12.2006,0.21601436,0.215557942,0.263953856,0.244718926
,11.12.2006,0.216072404,0.215398805,0.263736325,0.244445665
,12.12.2006,0.216298857,0.215356597,0.263525805,0.244205474
,13.12.2006,0.215901224,0.215230011,0.263370565,0.243955565
,14.12.2006,0.216046341,0.215061293,0.263170559,0.24374194
,15.12.2006,0.216877233,0.215197558,0.263029223,0.243535005
,16.12.2006,0.217220611,0.215385818,0.263008548,0.243321604
,17.12.2006,-9999,-9999,-9999,-9999
,18.12.2006,-9999,-9999,-9999,-9999
,19.12.2006,-9999,-9999,-9999,-9999
,20.12.2006,-9999,-9999,-9999,-9999
,21.12.2006,-9999,-9999,-9999,-9999
,22.12.2006,-9999,-9999,-9999,-9999
,23.12.2006,0.213222068,0.21319124,0.261491343,0.242194072
,24.12.2006,0.212669645,0.212730085,0.261154892,0.242017362
,25.12.2006,0.212175509,0.212327457,0.260804987,0.241827653
,26.12.2006,0.211535835,0.211848133,0.260434811,0.241589002
,27.12.2006,0.211378222,0.21147217,0.260064921,0.241396218
,28.12.2006,0.21148423,0.211215333,0.259722726,0.241170879
,29.12.2006,-9999,-9999,-9999,-9999
,30.12.2006,-9999,-9999,-9999,-9999
,31.12.2006,0.211877003,0.211045291,0.259145021,0.24053472
,01.01.2007,0.211782361,0.210958704,0.259008399,0.240339178
,02.01.2007,0.211498572,0.210808019,0.258902551,0.240146985
,03.01.2007,0.211163458,0.210609334,0.25873188,0.239984193
,04.01.2007,0.211066147,0.210426775,0.258554444,0.239837728
,05.01.2007,0.21129518,0.210327518,0.25837027,0.239655541
,06.01.2007,0.211541543,0.210346726,0.258257755,0.239476692
,07.01.2007,0.211567333,0.210337121,0.258155488,0.23930116
,08.01.2007,-9999,0.210250702,0.258077111,0.239177688
,09.01.2007,0.210482985,0.210071531,0.257934009,0.239031511
,10.01.2007,0.211200672,0.209962789,0.257794364,0.238869172
,11.01.2007,0.211183496,0.209898842,0.257675189,0.238736086
,12.01.2007,0.210818097,0.20985089,0.257569663,0.238622521
,13.01.2007,0.210765785,0.209687892,0.25745736,0.238470077
,14.01.2007,0.210131524,0.209397251,0.257297456,0.23831767
,15.01.2007,0.209529752,0.209043063,0.257066223,0.238204232
,16.01.2007,0.208946064,0.208679655,0.256811312,0.238055177
,17.01.2007,0.208425818,0.208294337,0.256526005,0.237886742
,18.01.2007,0.208099298,0.207963502,0.256240883,0.237731341
,19.01.2007,0.207770252,0.207648863,0.255952553,0.237537161
,20.01.2007,0.207475504,0.207344037,0.255701703,0.237394824
,21.01.2007,0.207475496,0.207134608,0.255461151,0.237229912
,22.01.2007,0.207348043,0.206941163,0.255251206,0.237045676
,23.01.2007,0.207217799,0.206763675,0.255021059,0.236851826
,24.01.2007,0.207336715,0.206633786,0.254851915,0.236703276
,25.01.2007,0.207554826,0.206573606,0.254696355,0.236538653
,26.01.2007,0.207758907,0.206548273,0.254594941,0.236390223
,27.01.2007,0.20746511,0.206538773,0.254439475,0.236209595
,28.01.2007,0.208227025,0.206529274,0.254348257,0.236041949
,29.01.2007,0.208275285,0.206538776,0.254280698,0.235906577
,30.01.2007,0.206229433,0.20653244,0.25423679,0.235761611
,31.01.2007,0.204301131,0.206491279,0.254186129,0.235652115
,01.02.2007,0.207413234,0.206301363,0.254118597,0.235526544
,02.02.2007,0.206708659,0.205852313,0.253875569,0.235368831
,03.02.2007,0.205195578,0.205514318,0.25366303,0.23524979
,04.02.2007,0.202375053,0.20523344,0.253427,0.235179024
,05.02.2007,0.201263246,0.205066288,0.253234893,0.235069682
,06.02.2007,0.202826996,0.204993774,0.253059719,0.234953956
,07.02.2007,0.203888143,0.204962251,0.252914917,0.234835037
,08.02.2007,0.205365995,0.204949643,0.252800463,0.234706513
,09.02.2007,0.206530781,0.204981165,0.252739884,0.234578034
,10.02.2007,0.207563402,0.205037908,0.252696135,0.234401451
,11.02.2007,0.208312256,0.205104123,0.25267931,0.23432121
,12.02.2007,0.209037144,0.205195587,0.252662485,0.234205689
,13.02.2007,0.209763484,0.20531862,0.252682676,0.234128696
,14.02.2007,0.199873958,0.205406982,0.252716328,0.234035685
,15.02.2007,0.207676758,0.20548274,0.252760076,0.233955515
,16.02.2007,0.212606565,0.20553326,0.252760077,0.233894598
,17.02.2007,0.213801433,0.205618522,0.252803828,0.233824078
,18.02.2007,0.214913455,0.205684846,0.252813925,0.233785617
,19.02.2007,0.215837465,0.205773304,0.252797097,0.233715113
,20.02.2007,0.216647574,0.205887076,0.252790366,0.23365103
,21.02.2007,0.210955966,0.206041977,0.252790365,0.233599771
,22.02.2007,0.218153551,0.206215934,0.252787,0.233542119
,23.02.2007,0.219147376,0.206443793,0.252824023,0.233484473
,24.02.2007,0.220475591,0.206811217,0.252891347,0.233439643
,25.02.2007,0.221295945,0.207159991,0.252992365,0.233394817
,26.02.2007,0.22182331,0.207347198,0.253086659,0.233362799
,27.02.2007,0.222850831,0.207540869,0.253123709,0.233327585
,28.02.2007,0.224548445,0.207985788,0.253231518,0.233279566
,01.03.2007,0.225029739,0.208348434,0.253352841,0.233273165
,02.03.2007,0.225371839,0.208472585,0.253423628,0.233263562
,03.03.2007,0.225770856,0.208577692,0.253423627,0.233241155
,04.03.2007,0.226265734,0.208682817,0.253393288,0.233205947
,05.03.2007,0.226773247,0.208835788,0.253346099,0.233193144
,06.03.2007,0.228213134,0.209224915,0.253356211,0.233167543
,07.03.2007,0.231090683,0.21015168,0.253521405,0.233141943
,08.03.2007,0.233827475,0.211649118,0.25402074,0.233145143
,09.03.2007,0.235183598,0.212894599,0.254713315,0.233154743
,10.03.2007,0.236985813,0.214041078,0.255423935,0.233225153
,11.03.2007,0.238451134,0.215178228,0.25611879,0.23333719
,12.03.2007,0.240119865,0.216283166,0.256828339,0.233471665
,13.03.2007,0.242544095,0.217584249,0.257556104,0.233660644
,14.03.2007,0.245051525,0.219162168,0.25842832,0.23386575
,15.03.2007,0.246210392,0.220614861,0.259435576,0.234115869
,16.03.2007,0.245652569,0.221376308,0.260273832,0.234375779
,17.03.2007,0.246502587,0.221838668,0.260804992,0.23467761
,18.03.2007,0.248702637,0.22295072,0.261347148,0.234973245
,19.03.2007,0.250451539,0.224248837,0.262096269,0.235253011
,20.03.2007,0.251562222,0.225467956,0.262950023,0.235555525
,21.03.2007,0.252816017,0.226580653,0.26373638,0.235867928
,22.03.2007,0.253150841,0.227535447,0.264527577,0.23617735
,23.03.2007,0.253964918,0.228334715,0.265178186,0.236506391
,24.03.2007,0.254271919,0.229142364,0.26580547,0.236874445
,25.03.2007,0.253316902,0.229391683,0.266312081,0.237194357
,26.03.2007,0.255851951,0.229799826,0.266569088,0.237511288
,27.03.2007,0.259484783,0.230556489,0.266954885,0.237815514
,28.03.2007,0.262404568,0.231185862,0.267428013,0.238100538
,29.03.2007,0.264392776,0.231897727,0.267859834,0.238372793
,30.03.2007,0.262387785,0.231812911,0.26810028,0.238635507
,31.03.2007,0.261248563,0.231358596,0.267811065,0.238891896
,01.04.2007,0.261368895,0.231324714,0.26734449,0.239080233
,02.04.2007,0.263758541,0.232179601,0.267080054,0.239190683
,03.04.2007,0.266140773,0.233857228,0.267274893,0.239288155
,04.04.2007,0.266456439,0.235425315,0.267828491,0.239369413
,05.04.2007,0.266558256,0.236470824,0.268299039,0.239496195
,06.04.2007,0.266272593,0.237422749,0.268696782,0.239662048
,07.04.2007,0.263549828,0.237649851,0.268920228,0.239831224
,08.04.2007,0.260794106,0.237058184,0.268686318,0.240026512
,09.04.2007,0.259992755,0.236463867,0.268124705,0.240150235
,10.04.2007,0.262273439,0.236865761,0.267730931,0.240195835
,11.04.2007,0.262143238,0.237587892,0.267842403,0.240212121
,12.04.2007,0.261863252,0.237894366,0.268016628,0.24025121
,13.04.2007,0.261241958,0.23800806,0.268117708,0.240296818
,14.04.2007,0.261056875,0.238059753,0.268138625,0.240342434
,15.04.2007,0.262557102,0.23841149,0.268232767,0.24041086
,16.04.2007,0.26484793,0.239440822,0.268599075,0.24050538
,17.04.2007,0.265887824,0.24052809,0.269273131,0.240583623
,18.04.2007,0.2670322,0.241482801,0.27001119,0.240714048
,19.04.2007,0.268222422,0.242415375,0.27077499,0.240903248
,20.04.2007,0.268701475,0.24327674,0.271599788,0.241148029
,21.04.2007,0.269727052,0.244003566,0.272338118,0.241435422
,22.04.2007,0.270214276,0.244756146,0.273081158,0.241739369
,23.04.2007,0.271163588,0.245457525,0.273832472,0.242063173
,24.04.2007,0.270334357,0.245980748,0.274549641,0.242410173
,25.04.2007,0.267671658,0.245432988,0.274959932,0.24276402
,26.04.2007,0.268275394,0.244808684,0.274913926,0.243105041
,27.04.2007,0.270649521,0.24474911,0.274850238,0.243380689
,28.04.2007,0.274124575,0.245569923,0.275051964,0.24363025
,29.04.2007,0.277474361,0.247033118,0.275682463,0.2438208
,30.04.2007,0.280085454,0.248858661,0.276665358,0.244060773
,01.05.2007,0.281177484,0.250535659,0.277814048,0.244396301
,02.05.2007,0.281371159,0.251763074,0.278883444,0.244758455
,03.05.2007,0.281303254,0.252640483,0.279787195,0.245183582
,04.05.2007,0.2808216,0.253301526,0.28056375,0.245635545
,05.05.2007,0.279148283,0.253312247,0.281115622,0.246071478
,06.05.2007,0.276660237,0.252758347,0.281337978,0.24651118
,07.05.2007,0.275397035,0.252058859,0.281255477,0.246881811
,08.05.2007,0.274348705,0.251524324,0.281104854,0.247196452
,09.05.2007,0.275289668,0.251535008,0.281047483,0.247451648
,10.05.2007,0.276122169,0.25211593,0.281316475,-9999
,11.05.2007,0.276630181,0.252979855,0.281919563,0.247909418
,12.05.2007,0.276415184,0.253841913,0.28276445,0.248175019
,13.05.2007,0.274728925,0.254393652,0.283693728,0.248467381
,14.05.2007,0.273176839,0.254691343,0.28453452,0.248836454
,15.05.2007,0.271547635,0.254816941,0.285329755,0.249262438
,16.05.2007,0.268256765,0.254221704,0.285818371,0.249672205
,17.05.2007,0.266264974,0.25366646,0.286100929,0.250079033
,18.05.2007,-9999,-9999,-9999,-9999
,19.05.2007,-9999,-9999,-9999,-9999
,20.05.2007,-9999,-9999,-9999,-9999
,21.05.2007,-9999,-9999,-9999,-9999
,22.05.2007,-9999,0.249889405,0.287523475,0.251817451
,23.05.2007,-9999,0.248480534,0.287614337,0.252142532
,24.05.2007,0.1801651,0.246052122,0.28728732,0.252447727
,25.05.2007,-9999,0.243215481,0.286804433,0.252682649
,26.05.2007,0.170905942,0.240259178,0.286423532,0.252863955
,27.05.2007,0.179316263,0.236729376,0.286227769,0.252984866
,28.05.2007,-9999,-9999,-9999,-9999
,29.05.2007,-9999,-9999,-9999,-9999
,30.05.2007,-9999,-9999,-9999,-9999
,31.05.2007,-9999,0.223516443,0.285702527,0.253381458
,01.06.2007,0.162645807,0.21910566,0.284997057,0.25346552
,02.06.2007,0.138512313,0.213504699,0.284141044,0.253485699
,03.06.2007,-9999,-9999,-9999,-9999
,04.06.2007,-9999,-9999,-9999,-9999
,05.06.2007,-9999,-9999,-9999,-9999
,06.06.2007,-9999,-9999,-9999,-9999
,07.06.2007,0.172152801,0.192464581,0.280230859,0.252894182
,08.06.2007,0.172038136,0.189107063,0.279147741,0.252659157
,09.06.2007,0.174074907,0.184540425,0.277462041,0.252330328
,10.06.2007,-9999,-9999,-9999,-9999
,11.06.2007,-9999,-9999,-9999,-9999
,12.06.2007,-9999,-9999,-9999,-9999
,13.06.2007,0.164566261,0.178824216,0.27145255,0.250402775
,14.06.2007,0.161373895,0.177227098,0.269700335,0.249928934
,15.06.2007,-9999,-9999,-9999,-9999
,16.06.2007,-9999,-9999,-9999,-9999
,17.06.2007,-9999,-9999,-9999,-9999
,18.06.2007,-9999,-9999,-9999,-9999
,19.06.2007,0.151683727,0.174106562,0.255686573,0.245820549
,20.06.2007,0.149158161,0.173472509,0.252519775,0.244719056
,21.06.2007,-9999,-9999,-9999,-9999
,22.06.2007,-9999,-9999,-9999,-9999
,23.06.2007,-9999,-9999,-9999,-9999
,24.06.2007,0.142517624,0.171620569,0.24037392,0.240088512
,25.06.2007,-9999,-9999,-9999,-9999
,26.06.2007,-9999,-9999,-9999,-9999
,27.06.2007,-9999,-9999,-9999,-9999
,28.06.2007,-9999,-9999,-9999,-9999
,29.06.2007,-9999,-9999,-9999,-9999
,30.06.2007,-9999,-9999,-9999,-9999
,01.07.2007,-9999,-9999,-9999,-9999
,02.07.2007,0.131563313,0.171067788,0.218797701,0.230946936
,03.07.2007,-9999,-9999,-9999,-9999
,04.07.2007,-9999,-9999,-9999,-9999
,05.07.2007,-9999,-9999,-9999,-9999
,06.07.2007,-9999,-9999,-9999,-9999
,07.07.2007,-9999,-9999,-9999,-9999
,08.07.2007,-9999,-9999,-9999,-9999
,09.07.2007,-9999,-9999,-9999,-9999
,10.07.2007,-9999,-9999,-9999,-9999
,11.07.2007,-9999,-9999,-9999,-9999
,12.07.2007,-9999,-9999,-9999,-9999
,13.07.2007,0.130627987,0.172020287,0.207621812,0.222871489
,14.07.2007,0.125353034,0.171798833,0.207403375,0.222740684
,15.07.2007,0.126431087,0.172122508,0.207298683,0.22260993
,16.07.2007,0.130906253,0.172816501,0.207436286,0.222513441
,17.07.2007,0.122175665,0.173694861,0.207777527,0.222507217
,18.07.2007,0.122993977,0.174604503,0.208263013,0.222588139
,19.07.2007,0.146375442,0.17553995,0.208833246,0.222774938
,20.07.2007,0.15515863,0.176290977,0.209428491,0.223030387
,21.07.2007,0.159325086,0.176934227,0.209985545,0.223342144
,22.07.2007,0.163589008,0.17763099,0.210516332,0.223713468
,23.07.2007,0.167825783,0.16747364,0.210281314,0.22435098
,24.07.2007,-9999,-9999,-9999,-9999
,25.07.2007,-9999,-9999,-9999,-9999
,26.07.2007,-9999,-9999,-9999,-9999
,27.07.2007,-9999,-9999,-9999,-9999
,28.07.2007,-9999,-9999,-9999,-9999
,29.07.2007,-9999,-9999,-9999,-9999
,30.07.2007,-9999,-9999,-9999,-9999
,31.07.2007,0.33177275,0.34016143,0.327363195,0.228523595
,01.08.2007,0.332339588,0.33670564,0.328357306,0.228944333
,02.08.2007,0.330817283,0.333734525,0.328518594,0.22933068
,03.08.2007,0.343570766,0.347718112,0.332178222,0.229660335
,04.08.2007,0.341830599,0.346993194,0.338087399,0.23001884
,05.08.2007,0.338321397,0.342802459,0.338119311,0.230399917
,06.08.2007,0.334839928,0.33856094,0.337127484,0.230806822
,07.08.2007,0.331256856,0.334561793,0.336081505,0.231284213
,08.08.2007,0.32760395,0.330746068,0.335085228,0.23265044
,09.08.2007,-9999,-9999,-9999,-9999
,10.08.2007,-9999,-9999,-9999,-9999
,11.08.2007,-9999,-9999,-9999,-9999
,12.08.2007,-9999,-9999,-9999,-9999
,13.08.2007,-9999,-9999,-9999,-9999
,14.08.2007,0.310296622,0.31556371,0.332249561,0.278093255
,15.08.2007,0.30592157,0.31324503,0.331996085,0.280587533
,16.08.2007,0.302841059,0.310855963,0.331667551,0.282535188
,17.08.2007,0.298572148,0.308457322,0.33122453,0.28404799
,18.08.2007,-9999,-9999,-9999,-9999
,19.08.2007,-9999,-9999,-9999,-9999
,20.08.2007,-9999,-9999,-9999,-9999
,21.08.2007,-9999,-9999,-9999,-9999
,22.08.2007,-9999,-9999,-9999,-9999
,23.08.2007,-9999,-9999,-9999,-9999
,24.08.2007,0.22443055,0.289482533,0.328518634,0.287410635
,25.08.2007,0.21857514,0.281995913,0.327477048,0.287378012
,26.08.2007,0.211756571,0.270326445,0.325982819,0.287207703
,27.08.2007,-9999,-9999,-9999,-9999
,28.08.2007,-9999,-9999,-9999,-9999
,29.08.2007,-9999,-9999,-9999,-9999
,30.08.2007,-9999,-9999,-9999,-9999
,31.08.2007,-9999,-9999,-9999,-9999
,01.09.2007,-9999,-9999,-9999,-9999
,02.09.2007,-9999,-9999,-9999,-9999
,03.09.2007,-9999,-9999,-9999,-9999
,04.09.2007,-9999,-9999,-9999,-9999
,05.09.2007,-9999,-9999,-9999,-9999
,06.09.2007,0.177752768,0.191432186,0.299902007,0.279619879
,07.09.2007,0.175417482,0.189896346,0.296956089,0.278508692
,08.09.2007,0.173022326,0.188177816,0.293548396,0.277314971
,09.09.2007,0.171557949,0.187667954,0.29125956,0.276194993
,10.09.2007,-9999,-9999,-9999,-9999
,11.09.2007,-9999,-9999,-9999,-9999
,12.09.2007,-9999,-9999,-9999,-9999
,13.09.2007,-9999,-9999,-9999,-9999
,14.09.2007,-9999,-9999,-9999,-9999
,15.09.2007,0.162931454,0.18127445,0.275786262,0.267597043
,16.09.2007,0.162470167,0.180469445,0.273335658,0.265773593
,17.09.2007,0.162406463,0.180568679,0.271656294,0.264271089
,18.09.2007,-9999,-9999,-9999,-9999
,19.09.2007,-9999,-9999,-9999,-9999
,20.09.2007,-9999,-9999,-9999,-9999
,21.09.2007,-9999,-9999,-9999,-9999
,22.09.2007,-9999,-9999,-9999,-9999
,23.09.2007,-9999,-9999,-9999,-9999
,24.09.2007,0.158078971,0.178178483,0.258482889,0.251633281
,25.09.2007,0.155913365,0.177787381,0.25747807,0.25079055
,26.09.2007,0.154292828,0.176801568,0.255841229,0.249376205
,27.09.2007,0.153425123,0.1759541,0.253909943,0.247740836
,28.09.2007,-9999,-9999,-9999,-9999
,29.09.2007,-9999,-9999,-9999,-9999
,30.09.2007,-9999,-9999,-9999,-9999
,01.10.2007,-9999,-9999,-9999,-9999
,02.10.2007,-9999,-9999,-9999,-9999
,03.10.2007,-9999,-9999,-9999,-9999
,04.10.2007,-9999,-9999,-9999,-9999
,05.10.2007,0.140653141,0.170991299,0.246085475,0.244077232
,06.10.2007,0.141298925,0.171047904,0.245400364,0.243643405
,07.10.2007,0.141526694,0.171288552,0.244934325,0.243154261
,08.10.2007,-9999,-9999,-9999,-9999
,09.10.2007,-9999,-9999,-9999,-9999
,10.10.2007,-9999,-9999,-9999,-9999
,11.10.2007,-9999,-9999,-9999,-9999
,12.10.2007,-9999,-9999,-9999,-9999
,13.10.2007,0.162778928,0.169619533,0.241539583,0.240612975
,14.10.2007,0.2787334,0.167910573,0.241703393,0.240345693
,15.10.2007,-9999,-9999,-9999,-9999
,16.10.2007,0.282957319,0.163090417,0.240535196,0.239889805
,17.10.2007,0.280692793,0.161247971,0.239856098,0.23960026
,18.10.2007,0.263314108,0.159480691,0.239220484,0.239271925
,19.10.2007,0.24807108,0.157649265,0.238446095,0.238908139
,20.10.2007,0.257503373,0.156854807,0.237488274,0.238518735
,21.10.2007,0.225874248,0.157551993,0.23683045,0.238097308
,22.10.2007,0.253104076,0.158439934,0.236348371,0.237702218
,23.10.2007,0.258558247,0.159491315,0.235547269,0.237310758
,24.10.2007,0.260645244,0.161467067,0.234680112,0.236900291
