days since 1900-1-1;spei
1994-09-16;-0.10645
1994-10-16;0.28763
1994-11-16;0.12075
1994-12-16;-0.059513
1995-01-16;-0.13619
1995-02-15;-0.34725
1995-03-16;-0.41357
1995-04-16;-0.29746
1995-05-16;0.62746
1995-06-16;0.85391
1995-07-16;0.78689
1995-08-16;0.466
1995-09-16;0.54414
1995-10-16;0.27106
1995-11-16;-0.042446
1995-12-16;-0.10013
1996-01-16;0.020286
1996-02-15;-0.069388
1996-03-16;0.24037
1996-04-16;0.11836
1996-05-16;0.6624
1996-06-16;0.89831
1996-07-16;0.93708
1996-08-16;1.0012
1996-09-16;1.4901
1996-10-16;1.2122
1996-11-16;1.0878
1996-12-16;1.0327
1997-01-16;1.0956
1997-02-15;1.2146
1997-03-16;1.1859
1997-04-16;1.2584
1997-05-16;0.69082
1997-06-16;0.44076
1997-07-16;0.79079
1997-08-16;1.4034
1997-09-16;1.2367
1997-10-16;1.4041
1997-11-16;1.4933
1997-12-16;1.612
1998-01-16;1.5016
1998-02-15;1.5915
1998-03-16;1.621
1998-04-16;1.7953
1998-05-16;1.6232
1998-06-16;1.7989
1998-07-16;2.2293
1998-08-16;2.3171
1998-09-16;2.0215
1998-10-16;2.2274
1998-11-16;2.2192
1998-12-16;2.3248
1999-01-16;2.2108
1999-02-15;2.0407
1999-03-16;2.0015
1999-04-16;2.03
1999-05-16;2.0486
1999-06-16;1.9807
1999-07-16;1.8584
1999-08-16;1.7056
1999-09-16;1.8934
1999-10-16;1.5443
1999-11-16;1.2769
1999-12-16;1.1326
2000-01-16;1.0498
2000-02-15;0.90933
2000-03-16;0.81696
2000-04-16;0.59927
2000-05-16;0.59933
2000-06-16;0.23452
2000-07-16;-0.3242
2000-08-16;-0.40567
2000-09-16;-0.12558
2000-10-16;-0.3701
2000-11-16;-0.17807
2000-12-16;-0.20204
2001-01-16;-0.10883
2001-02-15;0.11705
2001-03-16;0.28483
2001-04-16;-0.03265
2001-05-16;-0.092589
2001-06-16;-0.36212
2001-07-16;-0.38102
2001-08-16;-0.68251
2001-09-16;-0.94073
2001-10-16;-0.81333
2001-11-16;-0.63229
2001-12-16;-0.61011
2002-01-16;-0.53741
2002-02-15;-0.49262
2002-03-16;-0.41682
2002-04-16;-0.49482
2002-05-16;-0.63845
2002-06-16;-0.76348
2002-07-16;-1.1156
2002-08-16;-0.99297
2002-09-16;-1.0954
2002-10-16;-0.92507
2002-11-16;-1.0908
2002-12-16;-1.1936
2003-01-16;-1.3586
2003-02-15;-1.3446
2003-03-16;-1.1019
2003-04-16;-1.1191
2003-05-16;-1.227
2003-06-16;-0.91857
2003-07-16;-1.3185
2003-08-16;-1.2455
2003-09-16;-1.3142
2003-10-16;-1.4665
2003-11-16;-1.3431
2003-12-16;-1.3047
2004-01-16;-1.2872
2004-02-15;-1.2053
2004-03-16;-1.4841
2004-04-16;-1.2683
2004-05-16;-1.3169
2004-06-16;-0.84447
2004-07-16;-0.38989
2004-08-16;-0.31634
2004-09-16;-0.031131
2004-10-16;-0.17419
2004-11-16;-0.041087
2004-12-16;-0.033088
2005-01-16;0.12877
2005-02-15;-0.074746
2005-03-16;-0.44145
2005-04-16;-0.38625
2005-05-16;-0.42685
2005-06-16;-0.15678
2005-07-16;-0.059241
2005-08-16;-0.012403
2005-09-16;-0.16517
2005-10-16;0.41253
2005-11-16;0.2137
2005-12-16;0.23713
2006-01-16;0.062485
2006-02-15;-0.0097294
2006-03-16;0.2941
2006-04-16;0.02685
2006-05-16;-0.11986
2006-06-16;-0.78029
2006-07-16;-1.0478
2006-08-16;-1.1918
2006-09-16;-1.329
2006-10-16;-1.2435
2006-11-16;-1.3913
2006-12-16;-1.2609
2007-01-16;-1.1562
2007-02-15;-1.0489
2007-03-16;-1.0454
2007-04-16;-1.108
2007-05-16;-1.1316
2007-06-16;-1.7638
2007-07-16;-1.5922
2007-08-16;-1.5631
2007-09-16;-1.4339
2007-10-16;-1.5727
2007-11-16;-1.5703
2007-12-16;-1.4185
2008-01-16;-1.2575
2008-02-15;-1.246
2008-03-16;-1.3314
2008-04-16;-1.2492
2008-05-16;-0.81282
2008-06-16;-0.45047
2008-07-16;-0.47399
2008-08-16;-0.12798
2008-09-16;-0.15317
2008-10-16;-0.31384
2008-11-16;-0.2892
2008-12-16;-0.31195
2009-01-16;-0.4718
2009-02-15;-0.60469
2009-03-16;-0.55891
2009-04-16;-0.21867
2009-05-16;-0.30142
2009-06-16;0.57576
2009-07-16;0.87601
2009-08-16;0.75935
2009-09-16;0.76043
2009-10-16;1.0745
2009-11-16;1.1138
2009-12-16;1.1198
2010-01-16;1.0592
2010-02-15;1.1747
2010-03-16;1.2603
2010-04-16;1.6319
2010-05-16;1.6916
2010-06-16;1.8798
2010-07-16;2.0978
2010-08-16;1.8796
2010-09-16;1.586
2010-10-16;1.4839
2010-11-16;1.5313
2010-12-16;1.4569
2011-01-16;1.4963
2011-02-15;1.6788
2011-03-16;1.6606
2011-04-16;1.3757
2011-05-16;1.6727
2011-06-16;1.2276
2011-07-16;1.3168
2011-08-16;1.2617
2011-09-16;1.1923
2011-10-16;0.87982
2011-11-16;0.91442
2011-12-16;0.8257
2012-01-16;0.71911
2012-02-15;0.67889
2012-03-16;0.22441
2012-04-16;-0.3524
2012-05-16;-0.92369
2012-06-16;-1.4471
2012-07-16;-1.6146
2012-08-16;-1.8585
2012-09-16;-1.7733
2012-10-16;-1.7461
2012-11-16;-1.8488
2012-12-16;-1.7849
2013-01-16;-1.773
2013-02-15;-1.7977
2013-03-16;-1.809
2013-04-16;-1.7098
2013-05-16;-1.9837
2013-06-16;-2.2433
2013-07-16;-2.4346
2013-08-16;-2.269
2013-09-16;-2.0925
2013-10-16;-2.0424
2013-11-16;-2.0034
2013-12-16;-2.0286
2014-01-16;-1.8733
2014-02-15;-1.8533
2014-03-16;-1.6023
2014-04-16;-1.4556
2014-05-16;-1.0601
2014-06-16;-0.66752
2014-07-16;-0.35779
2014-08-16;0.20999
2014-09-16;0.48024
2014-10-16;0.35301
2014-11-16;0.62434
2014-12-16;0.66377
2015-01-16;0.59482
2015-02-15;0.52907
2015-03-16;0.33048
2015-04-16;0.33447
2015-05-16;1.185
2015-06-16;1.5078
2015-07-16;1.5744
2015-08-16;1.5453
2015-09-16;1.1608
2015-10-16;0.95005
2015-11-16;1.0611
2015-12-16;1.0856
2016-01-16;1.0439
2016-02-15;0.88796
2016-03-16;0.97812
2016-04-16;1.3886
2016-05-16;1.5915
2016-06-16;1.4114
2016-07-16;1.1428
2016-08-16;0.92564
2016-09-16;0.72835
2016-10-16;0.63976
2016-11-16;0.45478
2016-12-16;0.44996
2017-01-16;0.59675
2017-02-15;0.48541
2017-03-16;0.58421
2017-04-16;0.54911
2017-05-16;0.11977
2017-06-16;-0.15402
2017-07-16;-0.34341
2017-08-16;-0.31771
2017-09-16;0.070172
2017-10-16;0.078699
2017-11-16;-0.20172
2017-12-16;-0.30795
2018-01-16;-0.36968
2018-02-15;-0.31433
2018-03-16;-0.47567
2018-04-16;-1.0591
2018-05-16;-1.2659
2018-06-16;-1.2632
2018-07-16;-1.1462
2018-08-16;-1.0079
2018-09-16;-1.1071
2018-10-16;-0.71333
2018-11-16;-0.56913
2018-12-16;-0.5992
2019-01-16;-0.71586
2019-02-15;-0.59707
2019-03-16;-0.096483
2019-04-16;-0.26759
2019-05-16;-0.033276
2019-06-16;0.48938
2019-07-16;0.61571
2019-08-16;0.40621
2019-09-16;0.14808
2019-10-16;0.26623
2019-11-16;0.56169
2019-12-16;0.6088
2020-01-16;0.54057
2020-02-15;0.59634
2020-03-16;0.65007
2020-04-16;0.62105
2020-05-16;0.25411
2020-06-16;0.27135
2020-07-16;0.15609
2020-08-16;-0.37374
2020-09-16;-0.2817
2020-10-16;-0.48094
2020-11-16;-0.70806
2020-12-16;-0.73694
